SiteID,861847,Site Timezone,-7,Data Timezone,-7,Longitude,-104.996551514,Latitude,39.7413291931
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2020,1,1,0,30,13.46,N/A,271.1,271.13,6.97,7.08,83660,82650,81650
2020,1,1,1,30,11.78,N/A,270.57,271.86,7.29,7.33,83730,82690,81690
2020,1,1,2,30,6.6000000000000005,N/A,321.67,320.96,4.71,4.91,83750,82710,81700
2020,1,1,3,30,4.08,N/A,350.04,355.46,3.58,3.68,83750,82720,81710
2020,1,1,4,30,3.52,N/A,17.240000000000002,18.28,2.77,2.75,83830,82780,81760
2020,1,1,5,30,2.52,N/A,8.86,16.35,2,2.33,83910,82860,81840
2020,1,1,6,30,1,N/A,244.17000000000002,200.33,2.13,2.42,83990,82920,81900
2020,1,1,7,30,0.32,N/A,247.99,260.75,2.31,2.46,84010,82950,81920
2020,1,1,8,30,2.13,N/A,86.51,92.88,2.47,2.5300000000000002,84050,82990,81970
2020,1,1,9,30,5.23,N/A,57.870000000000005,57.11,1.41,1.31,84130,83110,82080
2020,1,1,10,30,4.2700000000000005,N/A,36.34,36.19,1.6500000000000001,1.44,84190,83160,82140
2020,1,1,11,30,5.17,N/A,17.47,17.18,2.32,2.1,84280,83200,82170
2020,1,1,12,30,6.0600000000000005,N/A,9.65,9.53,2.85,2.64,84320,83230,82210
2020,1,1,13,30,7.13,N/A,16.1,15.89,2.77,2.56,84340,83290,82270
2020,1,1,14,30,9.43,N/A,22.85,22.43,1.72,1.51,84410,83360,82330
2020,1,1,15,30,7.46,N/A,25.26,24.59,-0.36,-0.5700000000000001,84510,83440,82400
2020,1,1,16,30,5.51,N/A,14.18,13.46,-1.03,-1.22,84580,83540,82500
2020,1,1,17,30,2.12,N/A,42.51,38.94,-0.67,-0.84,84650,83600,82560
2020,1,1,18,30,1.33,N/A,309.52,319.2,0.34,0.19,84680,83640,82610
2020,1,1,19,30,2.79,N/A,56.21,53.21,-1.75,-1.94,84720,83680,82640
2020,1,1,20,30,2.17,N/A,22.84,21.45,-1.24,-1.42,84740,83660,82620
2020,1,1,21,30,1.44,N/A,21.07,20.59,-0.97,-1.16,84710,83650,82610
2020,1,1,22,30,0.9,N/A,123.35000000000001,123.26,-1.02,-1.22,84660,83610,82560
2020,1,1,23,30,3.72,N/A,211.58,213.16,-0.77,-0.96,84610,83570,82520
2020,1,2,0,30,4.19,N/A,208.67000000000002,210.34,-0.8,-0.9500000000000001,84580,83530,82490
2020,1,2,1,30,5.41,N/A,282.05,289.58,1.1500000000000001,1.1300000000000001,84560,83510,82470
2020,1,2,2,30,7.98,N/A,321.3,321.89,2.32,2.29,84520,83470,82440
2020,1,2,3,30,4.55,N/A,336.72,336.98,2.32,2.25,84500,83440,82410
2020,1,2,4,30,2.48,N/A,202,208.05,1.7,1.62,84500,83450,82420
2020,1,2,5,30,3.2,N/A,154.76,155.21,1.84,1.9000000000000001,84500,83450,82420
2020,1,2,6,30,3.98,N/A,148.26,145.53,1.6300000000000001,1.68,84500,83440,82410
2020,1,2,7,30,4.67,N/A,147.84,144.78,1.67,1.9100000000000001,84480,83420,82390
2020,1,2,8,30,4.03,N/A,155.51,151.46,1.19,1.35,84490,83430,82390
2020,1,2,9,30,3.16,N/A,150.47,149.68,2.1,2,84480,83430,82400
2020,1,2,10,30,3.09,N/A,157.78,157.64000000000001,4.14,3.94,84430,83400,82380
2020,1,2,11,30,2.45,N/A,155.36,155.03,5.98,5.7700000000000005,84380,83360,82350
2020,1,2,12,30,2.5500000000000003,N/A,147.5,147.87,7.18,6.97,84350,83330,82320
2020,1,2,13,30,1.84,N/A,163.32,163.48,8.05,7.84,84320,83290,82280
2020,1,2,14,30,1.19,N/A,132.98,133.6,8.700000000000001,8.49,84290,83260,82250
2020,1,2,15,30,2.15,N/A,36.32,37.980000000000004,8.66,8.47,84240,83200,82200
2020,1,2,16,30,2.98,N/A,35.59,39.52,8.22,8.11,84210,83180,82180
2020,1,2,17,30,3.6,N/A,10.78,12.94,6.36,6.3,84200,83170,82170
2020,1,2,18,30,0.76,N/A,344.29,357.8,5.39,5.45,84200,83170,82160
2020,1,2,19,30,0.6900000000000001,N/A,169.97,159.86,5.04,5.07,84150,83110,82090
2020,1,2,20,30,1.31,N/A,140.43,146.85,5.12,5.2,84110,83060,82050
2020,1,2,21,30,4.4,N/A,188.43,189.83,6.17,6.73,84040,83000,82000
2020,1,2,22,30,4.34,N/A,165.57,169.20000000000002,5.5600000000000005,5.8500000000000005,84000,82950,81950
2020,1,2,23,30,3.16,N/A,216.83,233.24,7.62,7.87,83920,82890,81890
2020,1,3,0,30,5.09,N/A,231.53,244.9,7.8100000000000005,8.19,83870,82830,81840
2020,1,3,1,30,4.98,N/A,226.44,236.02,7.95,8.11,83810,82790,81790
2020,1,3,2,30,4.89,N/A,259.27,267.14,9.06,9.11,83740,82720,81730
2020,1,3,3,30,2.37,N/A,207.01,228.03,9.11,9.17,83670,82650,81660
2020,1,3,4,30,2.11,N/A,147.83,166.86,9.88,9.68,83600,82590,81600
2020,1,3,5,30,2.48,N/A,149.45000000000002,166,9.71,9.67,83550,82540,81550
2020,1,3,6,30,2.67,N/A,153.48,165.6,10.1,10.02,83490,82480,81490
2020,1,3,7,30,1.6500000000000001,N/A,176.70000000000002,197.59,9.93,9.73,83430,82420,81430
2020,1,3,8,30,2.56,N/A,226.34,238.75,9.65,9.51,83390,82380,81390
2020,1,3,9,30,5.1000000000000005,N/A,238.69,245.46,10.39,10.23,83330,82330,81340
2020,1,3,10,30,3.15,N/A,250.68,259.55,11.03,10.88,83250,82250,81270
2020,1,3,11,30,4.93,N/A,287.95,288.58,12.370000000000001,12.19,83180,82180,81200
2020,1,3,12,30,2.58,N/A,293.7,294.98,12.950000000000001,12.75,83120,82110,81140
2020,1,3,13,30,1.68,N/A,262.17,264.87,13.09,12.9,83060,82070,81090
2020,1,3,14,30,2.43,N/A,338.25,336.63,13.200000000000001,13,83020,82000,81030
2020,1,3,15,30,3.0700000000000003,N/A,53.02,56.28,12.91,12.73,82980,81930,80960
2020,1,3,16,30,18.76,N/A,273.47,273.44,11.9,11.74,82890,81900,80920
2020,1,3,17,30,19.66,N/A,269.86,269.61,12,11.870000000000001,82870,81910,80940
2020,1,3,18,30,6.43,N/A,226,228.48000000000002,11.28,11.21,82980,82000,81020
2020,1,3,19,30,5.05,N/A,262.31,263.02,10.450000000000001,10.27,82950,81990,81000
2020,1,3,20,30,7.25,N/A,276.18,277.47,9.58,9.43,82960,81960,80970
2020,1,3,21,30,3.66,N/A,284.87,282.76,9.15,9.040000000000001,82950,81940,80960
2020,1,3,22,30,3.18,N/A,71.35000000000001,67.97,8.82,8.64,82980,81930,80940
2020,1,3,23,30,3.61,N/A,304.41,299.99,8.92,8.73,82960,81930,80940
2020,1,4,0,30,7.07,N/A,81.7,80.71000000000001,6.61,6.75,83000,81970,80970
2020,1,4,1,30,11.61,N/A,63.17,63.21,1.03,0.8300000000000001,83150,82120,81100
2020,1,4,2,30,5.8,N/A,62.230000000000004,62.13,-1.1300000000000001,-1.33,83320,82280,81250
2020,1,4,3,30,3.63,N/A,85.95,86.24,-1.35,-1.56,83360,82300,81280
2020,1,4,4,30,4.07,N/A,69.60000000000001,69.69,-1.87,-2.07,83390,82340,81310
2020,1,4,5,30,6.95,N/A,31.48,31.810000000000002,-4.13,-4.32,83460,82400,81370
2020,1,4,6,30,5.29,N/A,26.32,26.36,-4.25,-4.45,83500,82440,81390
2020,1,4,7,30,3.24,N/A,32.84,33.79,-4.14,-4.34,83530,82450,81410
2020,1,4,8,30,7.82,N/A,39.86,39.94,-5.0200000000000005,-5.23,83530,82460,81420
2020,1,4,9,30,7.69,N/A,44.67,44.53,-4.97,-5.19,83560,82500,81450
2020,1,4,10,30,5.2,N/A,40.77,40.92,-4.48,-4.71,83540,82470,81430
2020,1,4,11,30,4.48,N/A,48.04,48.15,-4.36,-4.58,83530,82460,81420
2020,1,4,12,30,4.39,N/A,43.49,43.34,-4.46,-4.68,83520,82450,81410
2020,1,4,13,30,5.46,N/A,39.35,39.84,-4.1,-4.33,83530,82470,81430
2020,1,4,14,30,5.9,N/A,30.580000000000002,31.27,-4.1,-4.3,83570,82510,81470
2020,1,4,15,30,6.41,N/A,38.43,38.71,-4.86,-5.0600000000000005,83640,82570,81530
2020,1,4,16,30,4.48,N/A,18.400000000000002,18.79,-4.21,-4.42,83700,82630,81590
2020,1,4,17,30,3.31,N/A,46.160000000000004,46.2,-4.51,-4.72,83760,82690,81650
2020,1,4,18,30,3.7600000000000002,N/A,74.63,74.47,-4.9,-5.1000000000000005,83790,82720,81670
2020,1,4,19,30,3.5,N/A,47.42,47.65,-4.74,-4.95,83810,82740,81690
2020,1,4,20,30,3.77,N/A,56.32,56.370000000000005,-5.0200000000000005,-5.22,83820,82750,81700
2020,1,4,21,30,2.17,N/A,61.25,61.36,-5.04,-5.24,83860,82790,81730
2020,1,4,22,30,1.2,N/A,46.15,46.17,-5.0600000000000005,-5.26,83870,82790,81740
2020,1,4,23,30,0.84,N/A,67.2,72.05,-5.8,-5.99,83870,82800,81750
2020,1,5,0,30,2.25,N/A,186.67000000000002,186.89000000000001,-5.23,-5.43,83840,82770,81720
2020,1,5,1,30,3.0100000000000002,N/A,207.33,207.1,-5.12,-5.32,83830,82760,81710
2020,1,5,2,30,4.3500000000000005,N/A,194.19,194.5,-4.94,-5.14,83810,82730,81690
2020,1,5,3,30,3.58,N/A,257.43,259.44,-3.83,-4,83780,82730,81690
2020,1,5,4,30,3.69,N/A,306.36,305.86,-3.29,-3.49,83840,82770,81730
2020,1,5,5,30,6.42,N/A,312.72,313.2,-3.61,-3.8000000000000003,83870,82790,81750
2020,1,5,6,30,8.86,N/A,3.75,3.54,-7.21,-7.42,83970,82910,81850
2020,1,5,7,30,11.52,N/A,348.7,348.72,-8.09,-8.31,84080,83010,81940
2020,1,5,8,30,8.41,N/A,351.16,351.46,-8.64,-8.85,84190,83090,82030
2020,1,5,9,30,6.54,N/A,11.98,11.88,-8.74,-8.96,84230,83150,82080
2020,1,5,10,30,6.24,N/A,22.7,22.66,-8.93,-9.15,84250,83180,82110
2020,1,5,11,30,5.51,N/A,27.54,27.740000000000002,-8.69,-8.91,84290,83190,82120
2020,1,5,12,30,6.04,N/A,34.94,34.97,-9.040000000000001,-9.26,84300,83210,82140
2020,1,5,13,30,8.22,N/A,37.550000000000004,37.550000000000004,-9.75,-9.950000000000001,84370,83290,82210
2020,1,5,14,30,7.28,N/A,34.44,34.54,-10.01,-10.22,84450,83360,82280
2020,1,5,15,30,6.07,N/A,37.09,37.12,-10.65,-10.86,84480,83380,82310
2020,1,5,16,30,5.58,N/A,34.980000000000004,34.94,-11.200000000000001,-11.4,84590,83490,82410
2020,1,5,17,30,4.73,N/A,50.620000000000005,50.97,-11.540000000000001,-11.75,84650,83540,82460
2020,1,5,18,30,4.42,N/A,46,46.51,-12.030000000000001,-12.24,84730,83610,82520
2020,1,5,19,30,4.51,N/A,61.47,61.480000000000004,-12.6,-12.81,84770,83650,82560
2020,1,5,20,30,4.0600000000000005,N/A,67.87,68.04,-12.91,-13.11,84790,83650,82550
2020,1,5,21,30,3.21,N/A,55.86,56.300000000000004,-12.83,-13.040000000000001,84770,83650,82550
2020,1,5,22,30,3.14,N/A,68.69,69.41,-12.84,-13.05,84740,83620,82520
2020,1,5,23,30,2.77,N/A,84.97,85.34,-12.65,-12.85,84660,83580,82480
2020,1,6,0,30,1.86,N/A,86.56,86.4,-12.34,-12.540000000000001,84620,83540,82450
2020,1,6,1,30,1.54,N/A,25.53,21.48,-11.64,-11.81,84590,83500,82410
2020,1,6,2,30,2.5500000000000003,N/A,351.29,347.76,-10.1,-10.05,84560,83460,82390
2020,1,6,3,30,3.52,N/A,333.95,331.17,-8.34,-8.41,84520,83420,82340
2020,1,6,4,30,6.72,N/A,339.59000000000003,337.93,-7.2,-7.3100000000000005,84490,83390,82330
2020,1,6,5,30,6.45,N/A,337.24,336.17,-6.890000000000001,-7.05,84480,83400,82330
2020,1,6,6,30,2.25,N/A,12.57,1.8,-6.63,-6.79,84470,83400,82330
2020,1,6,7,30,0.34,N/A,303.63,332.29,-5.94,-6.1000000000000005,84460,83370,82310
2020,1,6,8,30,3.33,N/A,338.32,338.21,-5.0200000000000005,-5.19,84470,83390,82330
2020,1,6,9,30,4.68,N/A,352.74,350.89,-3.86,-4.04,84480,83380,82330
2020,1,6,10,30,4.62,N/A,352.26,351.34000000000003,-2.9,-3.1,84410,83340,82290
2020,1,6,11,30,4,N/A,9.5,6.54,-2.1,-2.25,84370,83300,82260
2020,1,6,12,30,4.43,N/A,348.04,344.49,-0.39,-0.56,84330,83270,82240
2020,1,6,13,30,7.640000000000001,N/A,324.34000000000003,321.66,1.82,1.7,84320,83240,82220
2020,1,6,14,30,11.77,N/A,323.43,320.84000000000003,3.37,3.29,84270,83210,82180
2020,1,6,15,30,6.82,N/A,314.17,310.5,3.3000000000000003,3.23,84230,83170,82150
2020,1,6,16,30,1.9000000000000001,N/A,263.61,266.68,3.8200000000000003,3.79,84210,83160,82140
2020,1,6,17,30,2.41,N/A,198.56,209.33,3.83,3.68,84210,83170,82160
2020,1,6,18,30,1.6600000000000001,N/A,219.98000000000002,231.03,4.4,4.22,84200,83170,82150
2020,1,6,19,30,1.8900000000000001,N/A,284.52,283.87,4.47,4.3,84170,83140,82120
2020,1,6,20,30,12.56,N/A,270.9,270.06,5.38,5.3500000000000005,84100,83070,82060
2020,1,6,21,30,13.58,N/A,272.3,271.83,5.37,5.3500000000000005,84060,83040,82030
2020,1,6,22,30,14.700000000000001,N/A,279.39,279.6,5.24,5.23,84010,82980,81970
2020,1,6,23,30,15.5,N/A,279.78000000000003,280.39,5.96,5.98,83970,82960,81950
2020,1,7,0,30,16.84,N/A,275.98,276.42,6.61,6.61,84010,82960,81950
2020,1,7,1,30,16.87,N/A,276.27,276.64,6.98,6.97,84000,82940,81940
2020,1,7,2,30,17.830000000000002,N/A,274.49,274.63,7.36,7.37,83950,82910,81910
2020,1,7,3,30,18.19,N/A,273.44,273.3,7.88,7.95,83890,82870,81870
2020,1,7,4,30,19.42,N/A,277.03000000000003,276.73,8.16,8.290000000000001,83860,82840,81850
2020,1,7,5,30,17.490000000000002,N/A,278.05,277.63,7.62,7.75,83840,82830,81830
2020,1,7,6,30,8.86,N/A,267.37,270.35,7.140000000000001,7.25,83860,82830,81820
2020,1,7,7,30,4.05,N/A,131.21,136.77,8.24,8.14,83850,82820,81820
2020,1,7,8,30,2.04,N/A,141.25,154.78,8.4,8.35,83830,82800,81800
2020,1,7,9,30,2.5,N/A,104.63,106.24000000000001,8.35,8.23,83810,82780,81780
2020,1,7,10,30,4.8100000000000005,N/A,103.83,104.14,9.35,9.370000000000001,83780,82760,81760
2020,1,7,11,30,3.2600000000000002,N/A,78.12,76.69,9.73,9.61,83750,82730,81740
2020,1,7,12,30,2.3000000000000003,N/A,63.63,62.6,9.41,9.3,83740,82720,81730
2020,1,7,13,30,2.74,N/A,30.85,30.41,8.290000000000001,8.45,83780,82740,81740
2020,1,7,14,30,4.1,N/A,62.58,61.88,8.540000000000001,8.790000000000001,83740,82710,81710
2020,1,7,15,30,4.17,N/A,39.35,38.71,8.48,8.700000000000001,83710,82680,81680
2020,1,7,16,30,6.13,N/A,336.93,330.90000000000003,9.17,9.02,83700,82670,81670
2020,1,7,17,30,1.85,N/A,97.49000000000001,81.37,7.08,6.890000000000001,83720,82690,81690
2020,1,7,18,30,1.27,N/A,81.9,78.7,6.79,6.84,83740,82710,81710
2020,1,7,19,30,8.49,N/A,294.48,294.09000000000003,6.29,6.32,83720,82700,81690
2020,1,7,20,30,8.6,N/A,303.42,302.52,5.95,5.94,83700,82670,81670
2020,1,7,21,30,6.8,N/A,309.56,306.71,5.73,5.64,83730,82710,81700
2020,1,7,22,30,7.01,N/A,293.12,290.73,5.8500000000000005,5.68,83730,82700,81690
2020,1,7,23,30,2.52,N/A,63.52,46.980000000000004,4.92,4.9,83740,82710,81700
2020,1,8,0,30,1.36,N/A,334.90000000000003,333.68,3.02,3.25,83800,82760,81740
2020,1,8,1,30,2.49,N/A,288.47,308.98,3.81,3.92,83810,82770,81760
2020,1,8,2,30,0.97,N/A,322.38,328.38,3.09,2.95,83780,82750,81730
2020,1,8,3,30,1.57,N/A,66.89,64,2.19,2.19,83790,82750,81730
2020,1,8,4,30,3.22,N/A,3.8200000000000003,5.96,1.27,1.23,83840,82800,81780
2020,1,8,5,30,4.69,N/A,345.42,344.17,0.63,0.58,83880,82840,81800
2020,1,8,6,30,2.54,N/A,4.28,359.65000000000003,-0.33,-0.36,83910,82860,81830
2020,1,8,7,30,1.73,N/A,15.65,12.51,-0.5700000000000001,-0.58,83910,82860,81830
2020,1,8,8,30,2.29,N/A,233.3,234.47,-0.48,-0.65,83920,82880,81840
2020,1,8,9,30,1.16,N/A,321.47,311.58,0.31,0.18,83940,82890,81860
2020,1,8,10,30,0.4,N/A,143.26,148.03,1.37,1.1500000000000001,83930,82880,81860
2020,1,8,11,30,1.3,N/A,156.20000000000002,157.9,2.44,2.22,83890,82850,81830
2020,1,8,12,30,1.25,N/A,117.10000000000001,118.94,3.69,3.47,83860,82820,81810
2020,1,8,13,30,1.31,N/A,109.44,111.37,4.71,4.5,83840,82810,81790
2020,1,8,14,30,1.29,N/A,62.68,64.62,5.15,4.94,83810,82790,81780
2020,1,8,15,30,2.47,N/A,49.19,50.480000000000004,4.98,4.78,83780,82760,81750
2020,1,8,16,30,3.59,N/A,45.89,47.19,4.1,3.99,83810,82770,81760
2020,1,8,17,30,2.44,N/A,46.79,52.160000000000004,3.85,3.81,83830,82800,81780
2020,1,8,18,30,1.72,N/A,74.51,75.52,3.65,3.58,83830,82800,81780
2020,1,8,19,30,0.2,N/A,233.21,217.70000000000002,3.11,3.09,83800,82760,81750
2020,1,8,20,30,0.43,N/A,332.17,326.76,2.48,2.43,83790,82750,81730
2020,1,8,21,30,1.4000000000000001,N/A,213.72,222.33,2.31,2.21,83790,82750,81730
2020,1,8,22,30,0.28,N/A,141.26,71.87,2.18,2.1,83770,82730,81710
2020,1,8,23,30,1.06,N/A,155.18,141.71,1.81,1.84,83760,82710,81690
2020,1,9,0,30,3.22,N/A,178.34,175.31,2.07,2.2800000000000002,83740,82690,81680
2020,1,9,1,30,3.0700000000000003,N/A,179.37,174.83,1.6500000000000001,2.02,83710,82670,81650
2020,1,9,2,30,3.08,N/A,180.92000000000002,186.33,2.11,2.52,83660,82610,81600
2020,1,9,3,30,4.12,N/A,195.33,201.58,2.2,2.48,83600,82560,81540
2020,1,9,4,30,4.75,N/A,197.79,200.59,2.61,2.94,83570,82520,81510
2020,1,9,5,30,2.41,N/A,228.61,245.6,3.0500000000000003,3.24,83560,82510,81500
2020,1,9,6,30,2.46,N/A,181.44,193.33,2.91,3.17,83540,82490,81480
2020,1,9,7,30,3.83,N/A,264.98,265.91,3.4,3.39,83490,82450,81440
2020,1,9,8,30,11.55,N/A,256.7,257.86,3.89,3.74,83450,82420,81410
2020,1,9,9,30,5.17,N/A,271.78000000000003,270.71,4.37,4.17,83420,82400,81390
2020,1,9,10,30,2.2800000000000002,N/A,279.71,279.13,5.04,4.84,83380,82350,81340
2020,1,9,11,30,3.14,N/A,225.46,226.63,5.95,5.74,83300,82270,81270
2020,1,9,12,30,1.86,N/A,277.17,277.40000000000003,6.5600000000000005,6.36,83240,82220,81230
2020,1,9,13,30,6.75,N/A,297.69,297.39,6.82,6.59,83210,82190,81190
2020,1,9,14,30,11.25,N/A,318.6,318.22,6.75,6.54,83150,82140,81140
2020,1,9,15,30,5.63,N/A,323.49,323.12,7.03,6.83,83090,82080,81080
2020,1,9,16,30,10.84,N/A,290.11,287.78000000000003,6.66,6.5200000000000005,83040,82030,81030
2020,1,9,17,30,9.02,N/A,316.92,311.93,5.94,5.84,83120,82070,81070
2020,1,9,18,30,3.1,N/A,29.990000000000002,24.22,4.47,4.3,83140,82100,81100
2020,1,9,19,30,0.48,N/A,8.82,318.65000000000003,4.05,3.93,83090,82060,81060
2020,1,9,20,30,4.18,N/A,183.42000000000002,184.35,3.83,3.77,83090,82050,81050
2020,1,9,21,30,3.63,N/A,187.37,197.37,4.64,4.67,83050,82020,81020
2020,1,9,22,30,1.1300000000000001,N/A,180.22,178.83,3.5700000000000003,3.5100000000000002,83070,82030,81020
2020,1,9,23,30,4.86,N/A,327.77,330.45,3.6,3.42,83110,82080,81070
2020,1,10,0,30,4.86,N/A,296.16,296.01,2.5500000000000003,2.35,83120,82090,81070
2020,1,10,1,30,13.370000000000001,N/A,283.89,284.24,1.52,1.33,83140,82100,81090
2020,1,10,2,30,11.88,N/A,294.54,295.40000000000003,0.72,0.56,83110,82080,81060
2020,1,10,3,30,18.06,N/A,309.94,309.98,-0.05,-0.23,83060,82030,81000
2020,1,10,4,30,11.33,N/A,298.8,297.64,-0.45,-0.64,83080,82050,81030
2020,1,10,5,30,17.05,N/A,287.38,286.78000000000003,-0.7000000000000001,-0.89,82960,81940,80920
2020,1,10,6,30,23.06,N/A,279.8,279.97,-1.36,-1.55,82940,81900,80880
2020,1,10,7,30,23,N/A,279.56,279.63,-1.22,-1.3900000000000001,82940,81900,80870
2020,1,10,8,30,20.59,N/A,279.34000000000003,279.36,-0.18,-0.36,82910,81880,80860
2020,1,10,9,30,12.16,N/A,293.19,293.06,1.11,0.91,82970,81930,80910
2020,1,10,10,30,12.48,N/A,302.39,301.98,2.13,1.9100000000000001,83000,81970,80960
2020,1,10,11,30,12.73,N/A,316.26,315.54,3.0100000000000002,2.79,83010,82000,80990
2020,1,10,12,30,13.55,N/A,319.12,318.65000000000003,3.75,3.52,83050,82010,81000
2020,1,10,13,30,12.8,N/A,324.25,323.92,4.2700000000000005,4.05,83070,82040,81030
2020,1,10,14,30,11.75,N/A,327.98,327.66,4.8100000000000005,4.59,83050,82030,81030
2020,1,10,15,30,11.89,N/A,338.77,338.75,5.0200000000000005,4.8100000000000005,83070,82060,81050
2020,1,10,16,30,10.26,N/A,352.98,352.34000000000003,4.3500000000000005,4.17,83140,82140,81130
2020,1,10,17,30,8.45,N/A,351.64,350.86,3.79,3.63,83230,82230,81220
2020,1,10,18,30,5.44,N/A,6.42,3.71,3.11,2.98,83340,82320,81300
2020,1,10,19,30,3.23,N/A,22.34,12.88,2.87,2.72,83410,82370,81350
2020,1,10,20,30,3.62,N/A,10.370000000000001,2.82,2.74,2.58,83430,82400,81390
2020,1,10,21,30,4.14,N/A,5.94,359.38,2.61,2.43,83520,82480,81470
2020,1,10,22,30,6.62,N/A,340.33,336.8,2.47,2.29,83570,82530,81510
2020,1,10,23,30,6.83,N/A,356.72,351.56,2.39,2.24,83590,82560,81550
2020,1,11,0,30,5,N/A,11.55,4.13,2.5500000000000003,2.44,83630,82610,81600
2020,1,11,1,30,3.0500000000000003,N/A,81.43,69.78,2.2,2.06,83700,82650,81630
2020,1,11,2,30,3.85,N/A,73.72,65.73,2.68,2.54,83700,82660,81640
2020,1,11,3,30,3.84,N/A,39.1,31.42,3.19,3.0300000000000002,83660,82640,81630
2020,1,11,4,30,3.37,N/A,18.38,10.22,3.11,3,83680,82660,81650
2020,1,11,5,30,3.34,N/A,80.49,83.45,3.74,3.61,83710,82680,81660
2020,1,11,6,30,3.54,N/A,130.24,142.94,4.49,4.41,83710,82680,81670
2020,1,11,7,30,19.37,N/A,287.93,286.89,6.01,5.98,83670,82630,81620
2020,1,11,8,30,15.74,N/A,306.17,304.07,6.9,6.82,83610,82590,81590
2020,1,11,9,30,9.1,N/A,316.51,312.05,8.09,8.02,83670,82650,81650
2020,1,11,10,30,5.93,N/A,286.24,284.94,10.19,10.02,83670,82640,81650
2020,1,11,11,30,4.8100000000000005,N/A,245.22,245.82,11.6,11.42,83590,82600,81610
2020,1,11,12,30,8.88,N/A,292.06,291.86,12.52,12.3,83570,82560,81580
2020,1,11,13,30,9.790000000000001,N/A,298.96,297.63,13.44,13.22,83470,82480,81500
2020,1,11,14,30,11.5,N/A,294.09000000000003,293.52,13.01,12.8,83470,82470,81480
2020,1,11,15,30,2.41,N/A,169.69,177.63,13.09,12.92,83430,82400,81420
2020,1,11,16,30,3.41,N/A,177.73,176.19,13.13,13.11,83370,82350,81380
2020,1,11,17,30,4.11,N/A,217.41,217.76,13,12.89,83380,82350,81380
2020,1,11,18,30,6.82,N/A,243.62,241,11.73,11.44,83340,82320,81340
2020,1,11,19,30,4.32,N/A,287.09000000000003,287.16,11.89,11.72,83290,82290,81310
2020,1,11,20,30,3.65,N/A,180.20000000000002,185.20000000000002,9.81,9.64,83240,82240,81250
2020,1,11,21,30,7.76,N/A,194.22,194.99,9.22,9.49,83200,82170,81180
2020,1,11,22,30,14.22,N/A,214,214.74,10.76,10.9,83120,82130,81150
2020,1,11,23,30,10.14,N/A,189.65,191.46,10.22,10.71,83140,82100,81130
2020,1,12,0,30,7.61,N/A,191.37,191.93,8.45,8.53,83110,82060,81080
2020,1,12,1,30,7.23,N/A,194.69,196.45000000000002,10.35,10.52,83030,82010,81030
2020,1,12,2,30,6.96,N/A,208.48000000000002,214.45000000000002,10.5,10.6,82990,81940,80960
2020,1,12,3,30,4.76,N/A,231.70000000000002,236.43,10.41,10.200000000000001,82930,81860,80880
2020,1,12,4,30,4.66,N/A,231.53,238.35,9.790000000000001,9.56,82950,81860,80880
2020,1,12,5,30,5.15,N/A,214.06,218.5,9.5,9.290000000000001,82900,81830,80850
2020,1,12,6,30,7.54,N/A,227.1,231.52,8.17,7.95,82870,81850,80870
2020,1,12,7,30,13.25,N/A,268.23,270.09000000000003,7.37,7.59,82790,81830,80840
2020,1,12,8,30,9.61,N/A,13.24,12.41,4.6000000000000005,4.54,83080,82060,81060
2020,1,12,9,30,4.3500000000000005,N/A,323.88,323.1,4.58,4.38,83120,82120,81110
2020,1,12,10,30,2.98,N/A,359.21,356.7,4.3100000000000005,4.1,83210,82150,81140
2020,1,12,11,30,5,N/A,347.11,346.09000000000003,4.4,4.19,83290,82230,81220
2020,1,12,12,30,10.91,N/A,316.83,316.56,4.51,4.28,83290,82260,81250
2020,1,12,13,30,12.55,N/A,297.76,297.93,3.68,3.45,83410,82370,81350
2020,1,12,14,30,16.05,N/A,298.53000000000003,298.57,3,2.77,83410,82380,81370
2020,1,12,15,30,16.92,N/A,297.23,297.23,2.47,2.24,83430,82400,81380
2020,1,12,16,30,6.37,N/A,290.32,290.8,2.33,2.13,83520,82480,81470
2020,1,12,17,30,11.61,N/A,290.31,290.69,1.28,1.07,83610,82580,81550
2020,1,12,18,30,11.39,N/A,308.37,308.53000000000003,1.57,1.36,83690,82650,81630
2020,1,12,19,30,8.870000000000001,N/A,300.03000000000003,300.98,1.29,1.09,83720,82670,81650
2020,1,12,20,30,18.06,N/A,306.82,306.93,0.37,0.17,83780,82730,81700
2020,1,12,21,30,15.81,N/A,309.2,309.23,-0.06,-0.26,83870,82820,81790
2020,1,12,22,30,12.18,N/A,324.16,323.74,-0.33,-0.52,83870,82830,81800
2020,1,12,23,30,10.44,N/A,333.21,332.63,-0.55,-0.74,83900,82850,81810
2020,1,13,0,30,17.97,N/A,301.5,300.91,-0.34,-0.52,83840,82790,81760
2020,1,13,1,30,22.6,N/A,297.47,297.45,-0.21,-0.38,83830,82790,81760
2020,1,13,2,30,23.86,N/A,296.73,296.77,0.08,-0.09,83820,82760,81730
2020,1,13,3,30,24.990000000000002,N/A,294.95,294.98,0.31,0.15,83750,82700,81680
