SiteID,861847,Site Timezone,-7,Data Timezone,-7,Longitude,-104.996551514,Latitude,39.7413291931
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2020,3,9,5,30,3.4,N/A,219.15,231.26,11.27,11.200000000000001,84410,83400,82410
2020,3,9,6,30,4.34,N/A,204.94,213.78,11.950000000000001,11.94,84390,83380,82380
2020,3,9,7,30,2.92,N/A,205.79,218.78,12.15,12.08,84350,83350,82350
2020,3,9,8,30,3.4,N/A,239.19,244.13,12.9,12.88,84360,83360,82370
2020,3,9,9,30,8.96,N/A,282.67,283.03000000000003,14.75,14.55,84350,83360,82370
2020,3,9,10,30,8.73,N/A,292.57,292.48,16.02,15.81,84290,83300,82330
2020,3,9,11,30,10.23,N/A,289.33,289.18,17.21,16.98,84250,83260,82290
2020,3,9,12,30,8.73,N/A,294.81,294.78000000000003,17.86,17.63,84200,83220,82250
2020,3,9,13,30,7.03,N/A,308.04,307.67,18.17,17.94,84200,83220,82250
2020,3,9,14,30,9.99,N/A,294.12,294.24,17.86,17.63,84170,83190,82220
2020,3,9,15,30,10.73,N/A,296.55,296.56,17.43,17.21,84120,83140,82170
2020,3,9,16,30,7.23,N/A,309.88,309.78000000000003,17.27,17.07,84100,83120,82140
2020,3,9,17,30,9.23,N/A,294.98,294.61,16.09,15.89,84110,83120,82140
2020,3,9,18,30,7.33,N/A,307.11,305.69,15.44,15.25,84110,83120,82140
2020,3,9,19,30,10.89,N/A,290.39,290.42,15.1,14.92,84100,83110,82130
2020,3,9,20,30,4.55,N/A,281.68,280.73,14.81,14.64,84100,83110,82130
2020,3,9,21,30,1.27,N/A,153.01,199.43,14.94,14.77,84120,83110,82130
2020,3,9,22,30,7.21,N/A,278.2,280.17,14.41,14.24,84080,83080,82100
2020,3,9,23,30,5.95,N/A,258.66,262.93,14.44,14.23,84060,83070,82080
2020,3,10,0,30,9.53,N/A,283.44,284.2,13.84,13.67,84050,83050,82060
2020,3,10,1,30,7.01,N/A,290.58,290.91,13.870000000000001,13.72,84050,83050,82070
2020,3,10,2,30,11.74,N/A,277.93,277.96,13.86,13.76,84010,83010,82030
2020,3,10,3,30,12.05,N/A,277.97,277.94,14.040000000000001,13.9,83950,82960,81970
2020,3,10,4,30,4.53,N/A,243.9,247.24,14.780000000000001,14.64,83920,82930,81950
2020,3,10,5,30,5.28,N/A,207.94,213.59,14.3,14.33,83920,82920,81940
2020,3,10,6,30,5.4,N/A,199.61,206.12,13.94,14.17,83880,82880,81900
2020,3,10,7,30,3.67,N/A,219.38,231.21,14.19,14.18,83830,82830,81850
2020,3,10,8,30,5.33,N/A,254.55,255.76000000000002,15,14.81,83810,82800,81820
2020,3,10,9,30,6.5200000000000005,N/A,261.17,261.15,16.12,15.9,83780,82770,81800
2020,3,10,10,30,5.11,N/A,248.67000000000002,249.45000000000002,17.12,16.9,83710,82700,81730
2020,3,10,11,30,1.03,N/A,58.2,58.29,17.91,17.68,83590,82610,81650
2020,3,10,12,30,1.9000000000000001,N/A,137.87,138.42000000000002,18.76,18.55,83510,82530,81560
2020,3,10,13,30,1.12,N/A,299.42,299.32,19.400000000000002,19.19,83430,82460,81500
2020,3,10,14,30,2.97,N/A,315.89,315.34000000000003,19.46,19.25,83370,82410,81450
2020,3,10,15,30,8.05,N/A,256.48,257.73,19.59,19.330000000000002,83270,82300,81340
2020,3,10,16,30,8.19,N/A,287.01,286.78000000000003,19.04,18.830000000000002,83220,82250,81290
2020,3,10,17,30,8.52,N/A,290.82,290.69,18.75,18.55,83210,82230,81270
2020,3,10,18,30,10.9,N/A,265.87,266.15,18.37,18.21,83180,82220,81260
2020,3,10,19,30,2.99,N/A,216.82,219.81,16.92,16.73,83160,82180,81220
2020,3,10,20,30,4.84,N/A,243.82,244.79,16.27,16.080000000000002,83120,82150,81180
2020,3,10,21,30,4.6000000000000005,N/A,238.55,238.55,15.950000000000001,15.91,83080,82110,81150
2020,3,10,22,30,3.56,N/A,202.20000000000002,205.29,15.18,15.02,83010,82070,81110
2020,3,10,23,30,4.3500000000000005,N/A,287.37,284.16,15.33,15.24,83030,82040,81070
2020,3,11,0,30,4.48,N/A,258.88,261.15,14.88,14.68,83050,82040,81070
2020,3,11,1,30,4.72,N/A,278.16,276.56,14.11,13.92,83050,82050,81080
2020,3,11,2,30,6.88,N/A,287.52,286.47,12.57,12.39,83000,81990,81010
2020,3,11,3,30,12.33,N/A,274.36,274.24,11.72,11.51,82960,81980,81010
2020,3,11,4,30,6.08,N/A,293.05,293.56,9.58,9.38,83040,82040,81060
2020,3,11,5,30,3.99,N/A,5.1000000000000005,4.23,8.620000000000001,8.41,83130,82120,81140
2020,3,11,6,30,2.5100000000000002,N/A,84.36,85.58,7.86,7.66,83200,82170,81170
2020,3,11,7,30,2.27,N/A,37.71,36.5,7.43,7.23,83290,82240,81250
2020,3,11,8,30,5.12,N/A,307.99,308.03000000000003,8.35,8.13,83330,82340,81350
2020,3,11,9,30,6.8500000000000005,N/A,344.81,344.85,8.370000000000001,8.15,83470,82450,81460
2020,3,11,10,30,15.74,N/A,15.42,15.49,4.41,4.16,83620,82630,81620
2020,3,11,11,30,14.84,N/A,16.6,16.64,3.21,2.96,83830,82790,81780
2020,3,11,12,30,13.84,N/A,21.69,21.66,2.96,2.72,83980,82950,81930
2020,3,11,13,30,12.34,N/A,23.25,23.21,2.92,2.68,84130,83090,82070
2020,3,11,14,30,12.18,N/A,24.95,24.97,3.4,3.17,84190,83160,82130
2020,3,11,15,30,11.38,N/A,10.200000000000001,10.23,0.1,-0.1,84340,83300,82260
2020,3,11,16,30,12.21,N/A,26.05,25.97,0.13,-0.09,84460,83410,82370
2020,3,11,17,30,12.65,N/A,23.5,23.3,1.3800000000000001,1.16,84580,83520,82480
2020,3,11,18,30,12.56,N/A,16.11,16.23,0.66,0.44,84700,83640,82600
2020,3,11,19,30,9.67,N/A,14.88,14.700000000000001,0.28,0.06,84750,83700,82650
2020,3,11,20,30,9.83,N/A,12.14,12.21,0.36,0.14,84780,83720,82680
2020,3,11,21,30,7.59,N/A,19.53,19.19,-0.04,-0.25,84820,83760,82720
2020,3,11,22,30,5.87,N/A,18.67,18.53,-0.1,-0.31,84840,83780,82740
2020,3,11,23,30,5.59,N/A,15.14,14.790000000000001,-0.22,-0.42,84870,83810,82760
2020,3,12,0,30,4.74,N/A,20.07,19.89,-0.48,-0.6900000000000001,84900,83840,82790
2020,3,12,1,30,3.75,N/A,33.09,32.58,-0.68,-0.89,84920,83860,82810
2020,3,12,2,30,3.86,N/A,25.060000000000002,24.6,-0.72,-0.93,84920,83860,82820
2020,3,12,3,30,2.86,N/A,44.86,44.45,-0.93,-1.1300000000000001,84890,83830,82790
2020,3,12,4,30,1.85,N/A,45.64,45.38,-0.86,-1.06,84910,83840,82800
2020,3,12,5,30,0.87,N/A,34.07,32.64,-0.66,-0.87,84910,83850,82810
2020,3,12,6,30,0.67,N/A,131.05,131.44,-0.59,-0.79,84910,83850,82800
2020,3,12,7,30,1.8800000000000001,N/A,153.67000000000002,155.42000000000002,-0.45,-0.65,84870,83810,82770
2020,3,12,8,30,3.06,N/A,185.51,185.92000000000002,0.04,-0.18,84870,83810,82770
2020,3,12,9,30,2.45,N/A,184.70000000000002,184.75,0.87,0.64,84860,83810,82760
2020,3,12,10,30,1.1,N/A,197.97,195.42000000000002,2.52,2.29,84800,83750,82720
2020,3,12,11,30,0.45,N/A,316.75,322.45,4.0200000000000005,3.79,84730,83690,82660
2020,3,12,12,30,0.59,N/A,318.58,324.98,5.3,5.0600000000000005,84680,83640,82620
2020,3,12,13,30,0.72,N/A,315.91,318.87,6.54,6.3,84620,83590,82580
2020,3,12,14,30,0.76,N/A,23.68,25.48,7.57,7.3500000000000005,84570,83550,82530
2020,3,12,15,30,1.16,N/A,129.69,129.85,8.09,7.88,84490,83470,82460
2020,3,12,16,30,1.05,N/A,114.17,115.06,8.53,8.32,84460,83440,82430
2020,3,12,17,30,1.1,N/A,78.03,79.7,8.71,8.51,84450,83430,82420
2020,3,12,18,30,2.64,N/A,78.7,79.64,8.43,8.23,84450,83430,82420
2020,3,12,19,30,2.98,N/A,93.64,94.5,7.82,7.62,84450,83430,82420
2020,3,12,20,30,3.0700000000000003,N/A,112.23,112.21000000000001,7.2,7,84450,83420,82410
2020,3,12,21,30,2.79,N/A,118.64,119.28,6.54,6.34,84430,83410,82390
2020,3,12,22,30,2.2600000000000002,N/A,114.37,115.24000000000001,6.24,6.04,84390,83360,82340
2020,3,12,23,30,1.24,N/A,138.1,142.6,6.17,5.99,84340,83310,82300
2020,3,13,0,30,1.45,N/A,167.8,170.02,6.12,5.93,84310,83280,82270
2020,3,13,1,30,2.08,N/A,217.4,217.67000000000002,6.09,5.9,84280,83250,82240
2020,3,13,2,30,2.48,N/A,188.68,189.09,5.74,5.57,84230,83200,82180
2020,3,13,3,30,2.18,N/A,200.69,203.13,5.3100000000000005,5.2,84160,83130,82110
2020,3,13,4,30,1.96,N/A,187.27,189.01,4.95,4.87,84130,83100,82080
2020,3,13,5,30,2.2800000000000002,N/A,182.51,184.54,4.92,4.95,84100,83070,82050
2020,3,13,6,30,3.52,N/A,200.21,203.07,5.01,5.0200000000000005,84060,83020,82010
2020,3,13,7,30,6.25,N/A,222.35,229.3,6.61,6.7,83980,82950,81940
2020,3,13,8,30,2.21,N/A,302.7,302.94,7.75,7.55,83960,82930,81930
2020,3,13,9,30,1.41,N/A,256.05,255.42000000000002,9.13,8.92,83920,82890,81900
2020,3,13,10,30,0.71,N/A,37.230000000000004,36.28,9.92,9.71,83820,82820,81830
2020,3,13,11,30,0.41000000000000003,N/A,279.99,279.68,11.03,10.82,83760,82760,81770
2020,3,13,12,30,9.69,N/A,272.23,272.58,11.78,11.52,83700,82690,81700
2020,3,13,13,30,9.370000000000001,N/A,294.21,294,11.99,11.75,83700,82680,81690
2020,3,13,14,30,11.58,N/A,304.18,303.89,11.68,11.44,83660,82660,81670
2020,3,13,15,30,14.36,N/A,280.37,280.38,11.540000000000001,11.3,83570,82570,81580
2020,3,13,16,30,14.41,N/A,269.79,270.13,11.46,11.23,83480,82520,81530
2020,3,13,17,30,11.49,N/A,262.79,263.22,11.02,10.8,83480,82520,81540
2020,3,13,18,30,9.950000000000001,N/A,272.92,273.5,9.950000000000001,9.75,83610,82570,81580
2020,3,13,19,30,14.56,N/A,296.45,296.63,9.290000000000001,9.1,83590,82570,81580
2020,3,13,20,30,11.71,N/A,281.87,281.88,8.92,8.72,83590,82570,81580
2020,3,13,21,30,10.46,N/A,295.40000000000003,294.99,8.33,8.14,83630,82620,81630
2020,3,13,22,30,1.6,N/A,71.2,73.47,8.26,8.07,83700,82690,81690
2020,3,13,23,30,0.86,N/A,83.81,81.79,7.9,7.7,83770,82760,81760
2020,3,14,0,30,0.89,N/A,236.12,250.35,8,7.9,83840,82820,81820
2020,3,14,1,30,5.8100000000000005,N/A,49.92,49.58,5.93,5.73,83950,82920,81910
2020,3,14,2,30,3.74,N/A,71.19,71.18,5.32,5.12,83970,82950,81930
2020,3,14,3,30,2.13,N/A,71.34,71.41,5.23,5.03,83970,82940,81930
2020,3,14,4,30,1.75,N/A,108.33,108.74000000000001,5.23,5.03,84000,82970,81950
2020,3,14,5,30,1.83,N/A,175.88,176.24,5.11,4.91,84050,83020,82000
2020,3,14,6,30,2.19,N/A,172.78,172.95000000000002,5.08,4.88,84060,83030,82020
2020,3,14,7,30,2.27,N/A,177.83,177.55,5.19,4.97,84040,83010,82000
2020,3,14,8,30,3.52,N/A,177.21,177.20000000000002,5.67,5.44,84030,83010,82000
2020,3,14,9,30,4.28,N/A,167.94,168.18,7.1000000000000005,6.87,84020,83000,81990
2020,3,14,10,30,3.17,N/A,159.17000000000002,160.1,9.05,8.82,83960,82940,81940
2020,3,14,11,30,3.45,N/A,173.14000000000001,174.05,10.81,10.59,83880,82880,81880
2020,3,14,12,30,1.41,N/A,190.48,191.22,11.65,11.42,83830,82820,81840
2020,3,14,13,30,0.77,N/A,71.8,77.32000000000001,12.71,12.5,83790,82780,81800
2020,3,14,14,30,0.32,N/A,241.78,239.99,13.39,13.18,83730,82730,81750
2020,3,14,15,30,0.76,N/A,50.11,50.63,13.57,13.370000000000001,83680,82690,81710
2020,3,14,16,30,4.01,N/A,0.32,0.26,13.67,13.46,83660,82660,81680
2020,3,14,17,30,3.92,N/A,4.48,4.2,13.39,13.19,83660,82670,81680
2020,3,14,18,30,7.53,N/A,286.07,285.8,11.55,11.34,83690,82690,81700
2020,3,14,19,30,9.52,N/A,292.36,292.29,9.97,9.78,83700,82690,81700
2020,3,14,20,30,11.21,N/A,280.65000000000003,281.23,9.58,9.39,83670,82660,81670
2020,3,14,21,30,6.44,N/A,278.15000000000003,279.73,9.290000000000001,9.11,83730,82710,81720
2020,3,14,22,30,5.91,N/A,327.41,327.48,9.32,9.15,83720,82710,81720
2020,3,14,23,30,4.61,N/A,272.06,270.85,9.11,8.93,83710,82700,81700
2020,3,15,0,30,8.57,N/A,271.93,273.22,8.51,8.34,83700,82690,81690
2020,3,15,1,30,10.23,N/A,281.24,281.66,8.35,8.17,83710,82690,81700
2020,3,15,2,30,11.370000000000001,N/A,282.02,282.3,8.25,8.11,83670,82660,81660
2020,3,15,3,30,10.05,N/A,276.56,276.97,7.84,7.66,83640,82620,81620
2020,3,15,4,30,9.09,N/A,296.15000000000003,295.85,7.29,7.11,83640,82630,81630
2020,3,15,5,30,12.99,N/A,286.68,287.18,7.8,7.640000000000001,83600,82590,81590
2020,3,15,6,30,9.88,N/A,292.82,291.98,7.8100000000000005,7.640000000000001,83640,82630,81630
2020,3,15,7,30,9.57,N/A,305.6,305.58,7.78,7.58,83710,82700,81700
2020,3,15,8,30,8.870000000000001,N/A,350.40000000000003,350.36,8.18,7.96,83780,82760,81760
2020,3,15,9,30,9.23,N/A,7.11,6.7,7.62,7.4,83870,82860,81860
2020,3,15,10,30,8.85,N/A,352.61,352.49,7.82,7.6000000000000005,83940,82920,81910
2020,3,15,11,30,14.11,N/A,357.7,357.61,7.58,7.33,83960,82950,81950
2020,3,15,12,30,10.28,N/A,5.18,5.23,6.67,6.43,84080,83050,82040
2020,3,15,13,30,14.17,N/A,6.72,6.66,6.3500000000000005,6.11,84150,83130,82120
2020,3,15,14,30,13.39,N/A,7.7,7.71,6.47,6.23,84220,83190,82180
2020,3,15,15,30,14.530000000000001,N/A,1.1,1.25,6.87,6.61,84270,83250,82230
2020,3,15,16,30,12.290000000000001,N/A,2.39,2.44,6.7700000000000005,6.53,84360,83340,82320
2020,3,15,17,30,13.97,N/A,359.39,359.41,6.140000000000001,5.92,84470,83450,82430
2020,3,15,18,30,11.98,N/A,354.79,354.85,5.6000000000000005,5.39,84580,83550,82530
2020,3,15,19,30,10.98,N/A,3.75,3.64,5.13,4.93,84640,83610,82590
2020,3,15,20,30,9.72,N/A,25.240000000000002,24.92,3.83,3.62,84700,83660,82640
2020,3,15,21,30,9.89,N/A,20.19,20.14,3.2600000000000002,3.06,84760,83720,82700
2020,3,15,22,30,8.01,N/A,23.45,23.12,2.98,2.7800000000000002,84790,83740,82710
2020,3,15,23,30,7.1000000000000005,N/A,24.26,24.240000000000002,2.8000000000000003,2.59,84800,83760,82720
2020,3,16,0,30,4.3,N/A,12.82,12.51,2.69,2.49,84830,83790,82760
2020,3,16,1,30,3.21,N/A,12.48,11.6,2.71,2.5100000000000002,84840,83800,82770
2020,3,16,2,30,2.24,N/A,11.24,10.16,2.74,2.54,84810,83770,82730
2020,3,16,3,30,1.2,N/A,47.95,46.730000000000004,2.71,2.5100000000000002,84740,83710,82680
2020,3,16,4,30,0.47000000000000003,N/A,78.25,77.21000000000001,2.79,2.59,84730,83690,82660
2020,3,16,5,30,0.87,N/A,152.16,150.95000000000002,2.9,2.71,84720,83690,82660
2020,3,16,6,30,2.06,N/A,175.96,176.4,2.99,2.79,84690,83660,82630
2020,3,16,7,30,2.69,N/A,174.67000000000002,175.08,3.39,3.19,84650,83610,82590
2020,3,16,8,30,1.28,N/A,183.22,184.20000000000002,4.88,4.68,84620,83590,82570
2020,3,16,9,30,0.62,N/A,332.34000000000003,331.69,6.29,6.08,84600,83580,82570
2020,3,16,10,30,0.42,N/A,4.1,359.74,7.59,7.38,84540,83530,82520
2020,3,16,11,30,1.08,N/A,47.980000000000004,46.29,9.02,8.790000000000001,84460,83450,82450
2020,3,16,12,30,1.7,N/A,55.980000000000004,55.71,10.33,10.120000000000001,84380,83370,82370
2020,3,16,13,30,1.61,N/A,20.580000000000002,19.98,11.65,11.43,84310,83310,82310
2020,3,16,14,30,1.94,N/A,34.54,33.68,12.86,12.65,84230,83220,82230
2020,3,16,15,30,8.18,N/A,310.90000000000003,310.96,13.870000000000001,13.65,84110,83140,82160
2020,3,16,16,30,7.68,N/A,313.58,313.66,13.77,13.55,84110,83120,82130
2020,3,16,17,30,12.05,N/A,299.93,299.86,11.88,11.67,84100,83100,82110
2020,3,16,18,30,11.47,N/A,284.2,284.68,10.97,10.78,84090,83090,82090
2020,3,16,19,30,14.97,N/A,280.62,280.72,10.69,10.51,84040,83030,82040
2020,3,16,20,30,15.25,N/A,277.59000000000003,277.75,10.84,10.69,83940,82950,81960
2020,3,16,21,30,16.55,N/A,274.64,274.8,11.06,10.91,83890,82880,81890
2020,3,16,22,30,15.93,N/A,275.5,275.56,10.99,10.86,83810,82810,81820
2020,3,16,23,30,13.36,N/A,280.75,279.56,11.34,11.290000000000001,83740,82730,81750
2020,3,17,0,30,1.8800000000000001,N/A,239.01,248.1,10.8,10.73,83690,82680,81690
2020,3,17,1,30,5.47,N/A,111.56,111.65,9.85,10.01,83640,82610,81630
2020,3,17,2,30,3.16,N/A,113.07000000000001,110.27,9.290000000000001,9.9,83510,82520,81530
2020,3,17,3,30,2,N/A,135.04,137.19,11.44,11.57,83420,82400,81410
2020,3,17,4,30,0.81,N/A,126.15,124.89,12.06,12.07,83290,82300,81320
2020,3,17,5,30,6.22,N/A,163.42000000000002,162.65,11.55,11.98,83250,82220,81240
2020,3,17,6,30,8.4,N/A,181.16,182.8,10.46,10.76,83130,82120,81140
2020,3,17,7,30,2.95,N/A,209.87,213.53,9.66,10.15,83050,82010,81030
2020,3,17,8,30,3.13,N/A,177.36,182.35,12.07,12.09,82970,81940,80960
2020,3,17,9,30,3.84,N/A,215.46,216.61,14.530000000000001,14.33,82820,81860,80900
2020,3,17,10,30,7.140000000000001,N/A,288.15000000000003,287.05,15.99,15.76,82760,81770,80800
2020,3,17,11,30,10.34,N/A,274.87,274.49,16.4,16.17,82670,81660,80700
2020,3,17,12,30,12.4,N/A,277.82,277.55,16.04,15.8,82570,81560,80600
2020,3,17,13,30,10.35,N/A,259.78000000000003,259.75,16.35,16.12,82470,81490,80520
2020,3,17,14,30,12.13,N/A,277.48,277.25,15.19,14.96,82390,81410,80450
2020,3,17,15,30,9.57,N/A,278.62,278.54,14.51,14.280000000000001,82280,81300,80340
2020,3,17,16,30,9.950000000000001,N/A,276.64,276.31,13.61,13.39,82220,81230,80270
2020,3,17,17,30,9.16,N/A,276.97,277.08,13.19,12.97,82190,81210,80240
2020,3,17,18,30,9.56,N/A,279.59000000000003,279.87,11.85,11.65,82230,81240,80270
2020,3,17,19,30,5.67,N/A,310.11,310.71,9.94,9.73,82260,81260,80290
2020,3,17,20,30,10.870000000000001,N/A,312.22,312.48,8.19,7.97,82330,81340,80360
2020,3,17,21,30,7.37,N/A,324.35,323.91,6.01,5.8,82440,81420,80430
2020,3,17,22,30,5.19,N/A,315.22,314.78000000000003,5.17,4.95,82460,81440,80450
2020,3,17,23,30,14.5,N/A,283.65000000000003,283.71,4.61,4.39,82400,81400,80400
2020,3,18,0,30,15.25,N/A,264.97,265.5,4.2700000000000005,4.05,82280,81270,80270
2020,3,18,1,30,16.4,N/A,280.97,281.26,4.61,4.41,82290,81270,80280
2020,3,18,2,30,14.36,N/A,288.28000000000003,288.33,4.95,4.76,82330,81310,80320
2020,3,18,3,30,11.71,N/A,333.75,333.28000000000003,5.08,4.88,82410,81390,80400
2020,3,18,4,30,12.43,N/A,328.74,328.34000000000003,5.13,4.93,82470,81460,80460
2020,3,18,5,30,12.71,N/A,341.29,341.05,5.21,5.01,82550,81540,80550
2020,3,18,6,30,20.02,N/A,353.29,353.06,2.02,1.81,82800,81790,80770
2020,3,18,7,30,18.13,N/A,359.94,359.73,0.88,0.65,82990,81960,80940
2020,3,18,8,30,14.8,N/A,6.84,6.55,0.36,0.13,83150,82110,81090
2020,3,18,9,30,13.790000000000001,N/A,5.64,5.39,0.2,-0.04,83310,82280,81260
2020,3,18,10,30,14.950000000000001,N/A,5.16,4.92,0.62,0.36,83410,82380,81360
2020,3,18,11,30,14.97,N/A,2.46,2.37,1.09,0.84,83480,82450,81430
2020,3,18,12,30,12.48,N/A,14.620000000000001,14.39,1.95,1.71,83520,82490,81470
2020,3,18,13,30,12.18,N/A,11.83,11.76,2.42,2.18,83590,82560,81540
2020,3,18,14,30,12.11,N/A,10.53,10.46,2.7,2.46,83650,82620,81600
2020,3,18,15,30,10.21,N/A,12.18,12.18,3.06,2.83,83690,82660,81640
2020,3,18,16,30,10.49,N/A,24.91,24.71,2.47,2.25,83770,82740,81720
2020,3,18,17,30,9.65,N/A,21.92,21.93,2.41,2.19,83860,82830,81800
2020,3,18,18,30,7.15,N/A,24.09,23.95,2.25,2.04,83940,82900,81880
2020,3,18,19,30,6.0200000000000005,N/A,31.220000000000002,31.12,2.02,1.81,84000,82960,81930
2020,3,18,20,30,5.08,N/A,27.650000000000002,27.57,1.9000000000000001,1.7,84030,82990,81960
2020,3,18,21,30,3.14,N/A,38.99,39.34,1.67,1.47,84090,83050,82020
2020,3,18,22,30,1.78,N/A,46.56,46.81,1.62,1.41,84100,83050,82030
2020,3,18,23,30,1.78,N/A,53.050000000000004,53.370000000000005,1.59,1.3900000000000001,84110,83060,82030
2020,3,19,0,30,1.58,N/A,83.3,83.69,1.58,1.37,84130,83090,82060
2020,3,19,1,30,1.76,N/A,128.42000000000002,128.87,1.6500000000000001,1.44,84150,83110,82080
2020,3,19,2,30,2.74,N/A,155.31,155.86,1.75,1.55,84150,83100,82070
2020,3,19,3,30,2.97,N/A,181.25,181.63,1.8900000000000001,1.69,84130,83080,82060
2020,3,19,4,30,3.4,N/A,183.89000000000001,184.19,2.0300000000000002,1.83,84140,83090,82070
2020,3,19,5,30,3.88,N/A,194.28,194.65,2.32,2.13,84160,83110,82090
2020,3,19,6,30,3.88,N/A,201.89000000000001,202.87,2.79,2.6,84150,83110,82080
2020,3,19,7,30,3.48,N/A,228.65,229.63,3.54,3.34,84150,83110,82090
2020,3,19,8,30,3.92,N/A,308.34000000000003,308.25,4.39,4.19,84170,83140,82120
2020,3,19,9,30,6.5,N/A,326.23,325.93,5.14,4.93,84180,83150,82130
2020,3,19,10,30,4.15,N/A,334.62,334.2,6.23,6.01,84150,83120,82110
2020,3,19,11,30,1.06,N/A,19.67,18.740000000000002,7.18,6.96,84110,83080,82070
2020,3,19,12,30,0.52,N/A,52.46,49.95,8.13,7.91,84060,83040,82030
2020,3,19,13,30,4.94,N/A,295.57,295.40000000000003,8.86,8.64,84050,83030,82020
2020,3,19,14,30,4.88,N/A,326.05,325.52,9.43,9.200000000000001,84020,83000,82000
2020,3,19,15,30,7.23,N/A,316.11,315.91,9.82,9.6,83990,82970,81970
2020,3,19,16,30,6.29,N/A,295.52,295.27,10.27,10.05,83990,82970,81980
2020,3,19,17,30,11.23,N/A,279.8,279.89,9.35,9.14,84010,83000,82000
2020,3,19,18,30,9.040000000000001,N/A,299.05,298.11,8.77,8.56,84050,83020,82020
2020,3,19,19,30,11.040000000000001,N/A,271.8,271.62,8.58,8.39,84010,83000,82000
2020,3,19,20,30,11.28,N/A,292.11,291.41,9.19,9.03,83990,83000,82000
2020,3,19,21,30,11,N/A,297.43,296.37,9.18,9.03,84000,82970,81970
2020,3,19,22,30,3.2,N/A,272.59000000000003,271.21,9.16,8.97,83970,82970,81980
2020,3,19,23,30,3.17,N/A,286.76,284.94,8.9,8.72,83970,82950,81950
2020,3,20,0,30,10.27,N/A,277.92,277.26,8.56,8.370000000000001,83980,82950,81950
2020,3,20,1,30,11.4,N/A,270.95,271.06,8.14,7.95,83980,82940,81940
2020,3,20,2,30,9.61,N/A,269.02,269.95,7.95,7.76,83940,82910,81910
2020,3,20,3,30,10.78,N/A,274.8,275.16,7.9,7.71,83920,82880,81880
2020,3,20,4,30,7.09,N/A,266.26,267.35,8.07,7.88,83930,82890,81880
2020,3,20,5,30,7.04,N/A,256.75,258.18,8.48,8.290000000000001,83890,82880,81880
2020,3,20,6,30,2.13,N/A,219.67000000000002,226.01,8.2,8.1,83890,82860,81860
2020,3,20,7,30,1.6300000000000001,N/A,276.33,275.7,8.46,8.27,83870,82840,81840
2020,3,20,8,30,2.61,N/A,273.76,273.36,9.370000000000001,9.17,83790,82830,81830
2020,3,20,9,30,2.12,N/A,250.46,251.47,11.290000000000001,11.09,83730,82790,81800
2020,3,20,10,30,4.07,N/A,245.63,246.1,12.14,11.92,83680,82730,81740
2020,3,20,11,30,4.89,N/A,265.15,265.68,13.84,13.620000000000001,83740,82670,81690
2020,3,20,12,30,11.19,N/A,289.87,289.62,14.47,14.23,83630,82610,81640
2020,3,20,13,30,10.9,N/A,295.89,295.7,14.76,14.530000000000001,83550,82590,81620
2020,3,20,14,30,12.27,N/A,297.92,297.57,14.790000000000001,14.55,83520,82550,81580
2020,3,20,15,30,11.89,N/A,296.6,296.35,14.65,14.41,83540,82520,81550
2020,3,20,16,30,11.61,N/A,299.51,299.19,14.22,13.99,83560,82520,81540
2020,3,20,17,30,11.15,N/A,299.07,298.95,13.36,13.15,83570,82540,81570
2020,3,20,18,30,11.450000000000001,N/A,277.76,277.93,12.61,12.4,83510,82540,81550
2020,3,20,19,30,10.81,N/A,261.11,262.11,12.05,11.85,83560,82550,81570
2020,3,20,20,30,13.09,N/A,256.71,257.52,11.82,11.63,83480,82500,81520
2020,3,20,21,30,11,N/A,273.85,274.31,11.66,11.47,83500,82490,81510
2020,3,20,22,30,12.56,N/A,275.5,275.69,11.43,11.26,83500,82480,81490
2020,3,20,23,30,11.33,N/A,279.33,279.46,11.290000000000001,11.120000000000001,83490,82480,81500
2020,3,21,0,30,13.85,N/A,278.02,278.56,11.02,10.85,83490,82490,81500
2020,3,21,1,30,6.99,N/A,321.64,322.86,11.15,10.97,83560,82530,81550
2020,3,21,2,30,5.95,N/A,68.06,69.4,9.76,9.58,83600,82580,81590
2020,3,21,3,30,7.34,N/A,51.08,51.58,8.58,8.370000000000001,83690,82660,81660
2020,3,21,4,30,6.54,N/A,68.13,68.46000000000001,5.5,5.29,83790,82750,81750
2020,3,21,5,30,5.32,N/A,62.160000000000004,62.82,4.04,3.83,83890,82850,81840
2020,3,21,6,30,4.5600000000000005,N/A,60.01,60.64,2.99,2.79,83970,82920,81900
2020,3,21,7,30,4.25,N/A,58.9,59.370000000000005,2.5300000000000002,2.32,84020,82960,81940
2020,3,21,8,30,3.7600000000000002,N/A,62.88,63.300000000000004,2.62,2.39,84050,83010,81980
2020,3,21,9,30,2.95,N/A,63.33,63.96,3.38,3.15,84080,83030,82010
2020,3,21,10,30,3.47,N/A,60.94,61.160000000000004,4.42,4.2,84070,83020,82000
2020,3,21,11,30,3.2600000000000002,N/A,66.67,66.69,5.18,4.93,84040,83000,81980
2020,3,21,12,30,4.04,N/A,59.160000000000004,59.45,6.11,5.86,84010,82980,81970
